"","id","enrollment_data_score","retention_data_score","price_data_score","ratio_data_score","enrollment_trend","price_trend","retention_trend","ratio_trend","total"
"168",137953,0,1,0,1,NA,NA,NA,NA,NA
"169",137962,0,1,0,1,0,0,2,2,4
"170",138275,0,1,0,0,0,0,0,0,0
"171",138293,0,1,0,0,0,0,2,0,2
"172",138600,0,0,0,0,0,0,0,0,0
"173",138761,0,1,0,0,2,0,2,0,4
"174",138868,0,1,1,1,0,2,2,1,5
"175",138947,0,1,0,0,0,0,0,0,0
"176",139144,0,0,0,0,0,0,0,0,0
"177",139153,1,1,0,1,NA,NA,NA,NA,NA
"178",139199,0,1,0,0,0,0,2,0,2
"179",139205,0,1,1,1,0,0,2,1,3
"180",139287,1,1,1,1,NA,NA,NA,NA,NA
"181",139393,0,0,0,0,1,0,0,0,1
"182",139630,0,1,0,1,0,0,0,2,2
"183",139658,1,0,0,0,2,0,0,0,2
"184",140234,0,1,0,0,0,0,0,0,0
"185",140252,0,1,0,1,NA,NA,NA,NA,NA
"186",140340,0,1,0,1,NA,NA,NA,NA,NA
"187",140447,0,0,0,0,0,0,0,0,0
"188",140553,0,0,0,0,0,0,0,0,0
"189",140696,0,0,0,1,0,0,0,0,0
"190",140720,1,1,1,1,2,0,2,0,4
"191",140818,0,0,0,0,0,0,2,1,3
"192",140872,0,1,1,0,0,0,0,1,1
"193",140951,0,0,0,0,0,0,0,0,0
"194",140988,1,1,0,1,2,0,2,0,4
"195",141060,0,0,0,0,0,0,0,0,0
"196",141167,1,1,0,0,2,0,2,0,4
"197",141185,0,0,0,0,0,0,0,0,0
"198",141237,0,1,0,1,0,0,0,2,2
"199",141325,0,0,1,0,0,0,0,0,0
"200",141361,0,1,0,0,1,0,0,1,2
"201",141486,1,0,0,0,2,0,0,0,2
"202",141644,0,0,0,0,0,0,0,0,0
"203",142090,1,1,0,0,2,0,0,0,2
"204",142294,0,0,0,0,0,0,0,0,0
"205",142461,0,0,0,0,0,0,0,0,0
"206",142522,0,0,1,0,0,2,0,0,2
"207",142887,1,0,1,1,NA,NA,NA,NA,NA
"208",143048,0,0,0,1,NA,NA,NA,NA,NA
"209",143084,0,0,0,0,0,0,0,0,0
"210",143118,0,0,0,0,0,0,0,1,1
"211",143288,0,1,0,0,0,0,0,0,0
"212",143358,0,0,0,0,0,0,0,0,0
"213",144050,0,0,0,0,0,0,0,0,0
"214",144281,1,0,0,0,2,0,0,0,2
"215",144351,0,1,0,0,0,0,0,0,0
"216",144740,0,0,0,0,0,0,0,0,0
"217",144883,1,1,1,1,NA,NA,NA,NA,NA
"218",144962,1,0,1,0,1,0,0,0,1
"219",144971,0,1,0,0,1,0,0,0,1
"220",145372,1,0,0,0,2,0,0,0,2
"221",145497,1,1,0,1,NA,NA,NA,NA,NA
"222",145619,0,0,0,1,2,0,0,0,2
"223",145646,0,0,0,0,1,0,0,0,1
"224",145691,0,0,0,0,0,0,0,0,0
"225",145725,0,0,0,0,0,0,0,0,0
"226",146339,0,0,0,0,0,0,0,0,0
"227",146427,0,0,0,0,0,0,0,0,0
"228",146481,0,0,0,0,1,0,0,0,1
"229",146612,0,0,0,1,NA,NA,NA,NA,NA
"230",146667,1,0,0,0,2,0,0,0,2
"231",146676,1,1,1,0,2,2,2,0,6
"232",146719,0,0,0,0,0,0,0,0,0
"233",146755,1,0,1,1,NA,NA,NA,NA,NA
"234",146825,0,0,0,0,0,0,0,0,0
"235",147013,0,0,0,0,0,0,0,0,0
"236",147129,1,0,0,1,NA,NA,NA,NA,NA
"237",147244,0,0,0,0,0,0,0,0,0
"238",147341,1,0,0,0,2,0,0,0,2
"239",147369,1,0,0,0,2,0,0,0,2
"240",147536,0,1,0,0,0,0,0,0,0
"241",147660,0,0,0,0,0,0,0,0,0
"242",147679,0,0,1,0,0,0,0,0,0
"243",147767,0,0,0,0,0,0,0,0,0
"244",147828,0,0,0,0,0,0,0,0,0
"245",148016,1,0,0,0,2,1,0,0,3
"246",148131,0,0,0,0,0,0,0,0,0
"247",148335,1,1,0,0,2,0,2,1,5
"248",148405,1,1,0,0,0,0,0,0,0
"249",148487,1,1,1,0,2,1,0,0,3
"250",148496,0,0,0,0,0,0,0,0,0
"251",148584,0,0,0,0,0,0,0,0,0
"252",148627,0,0,1,0,0,2,0,0,2
"253",148876,1,1,0,1,2,0,2,2,6
"254",149028,0,0,0,0,NA,NA,NA,NA,NA
"255",149329,0,0,1,1,NA,NA,NA,NA,NA
"256",149505,1,0,0,0,2,0,0,0,2
"257",149514,0,1,0,0,0,0,2,0,2
"258",149639,1,0,1,1,NA,NA,NA,NA,NA
"259",149781,0,0,0,0,0,0,0,0,0
"260",150066,1,0,0,0,2,0,0,0,2
"261",150145,0,0,0,0,0,0,0,0,0
"262",150163,0,0,0,0,0,0,0,0,0
"263",150172,0,1,0,0,1,0,2,0,3
"264",150400,0,0,0,0,0,0,0,0,0
"265",150455,0,0,0,0,0,0,0,0,0
"266",150534,0,0,0,0,2,0,0,0,2
"267",150604,0,0,0,0,0,0,0,0,0
"268",150668,0,0,1,0,0,1,0,0,1
"269",150677,0,0,0,0,0,0,0,0,0
"270",150756,0,0,0,0,0,0,0,0,0
"271",150774,0,1,1,1,0,0,2,0,2
"272",150941,0,0,0,0,0,0,0,0,0
"273",151263,0,0,0,0,0,0,0,0,0
"274",151290,0,1,1,0,0,1,0,0,1
"275",151777,0,1,0,0,0,0,2,0,2
"276",151786,0,0,0,0,0,0,0,0,0
"277",151801,1,0,1,0,2,2,0,0,4
"278",151810,1,1,1,1,NA,NA,NA,NA,NA
"279",151962,0,0,0,1,NA,NA,NA,NA,NA
"280",152080,0,0,0,0,0,0,0,0,0
"281",152099,0,1,0,0,0,0,0,0,0
"282",152318,0,0,0,0,0,0,0,0,0
"283",152336,0,0,1,0,0,1,0,0,1
"284",152381,0,0,1,0,0,2,0,0,2
"285",152390,0,0,1,0,0,1,0,0,1
"286",152530,0,0,0,0,0,0,0,0,0
"287",152567,0,0,0,0,0,0,0,0,0
"288",152600,0,0,0,0,0,0,0,0,0
"289",152673,1,0,1,0,1,0,0,0,1
"290",152798,0,0,0,0,NA,NA,NA,NA,NA
"291",152992,1,1,0,0,2,0,0,0,2
"292",153001,0,0,0,0,0,0,0,0,0
"293",153108,1,0,0,0,2,0,0,0,2
"294",153126,0,0,0,0,0,0,0,0,0
"295",153144,0,0,0,0,0,0,0,0,0
"296",153162,1,0,0,0,1,0,0,0,1
"297",153241,1,0,1,0,2,0,0,0,2
"298",153250,0,0,0,0,0,0,0,0,0
"299",153269,0,0,0,0,0,0,0,0,0
"300",153278,0,0,0,0,0,0,0,0,0
"301",153302,1,1,1,0,1,0,0,1,2
"302",153320,0,0,1,0,0,1,0,0,1
"303",153366,0,1,0,0,0,0,0,0,0
"304",153375,1,0,0,0,0,0,0,0,0
"305",153384,0,0,0,0,0,0,0,0,0
"306",153621,0,1,1,0,0,0,0,0,0
"307",153825,0,0,1,0,0,2,0,0,2
"308",153834,0,0,0,0,1,0,0,0,1
"309",153861,1,0,0,0,2,0,2,1,5
"310",153977,1,1,0,0,2,0,0,0,2
"311",154004,0,0,0,0,0,0,0,0,0
"312",154013,0,0,1,0,0,2,0,0,2
"313",154101,0,0,0,0,1,0,0,0,1
"314",154174,0,0,0,0,NA,NA,NA,NA,NA
"315",154235,0,0,0,0,1,0,0,0,1
"316",154262,0,0,0,1,NA,NA,NA,NA,NA
"317",154350,0,0,0,0,1,0,0,0,1
"318",154493,0,1,0,0,0,0,0,0,0
"319",154527,0,0,0,0,1,0,0,0,1
"320",154590,0,1,0,0,0,0,2,0,2
"321",154688,0,0,1,0,0,0,0,0,0
"322",154712,0,0,0,0,0,0,0,0,0
"323",154721,0,1,0,1,0,0,2,2,4
"324",154749,0,1,0,0,0,0,2,0,2
"325",154855,0,1,1,1,0,2,2,2,6
"326",155007,1,1,1,0,2,1,0,0,3
"327",155070,0,1,0,0,0,0,2,0,2
"328",155089,1,0,0,0,2,0,0,0,2
"329",155177,1,0,0,0,2,0,0,0,2
"330",155335,0,0,1,0,0,2,0,0,2
"331",155414,0,1,0,0,0,0,0,0,0
"332",155496,0,1,1,0,0,0,2,0,2
"333",155511,0,1,0,0,0,0,0,0,0
"334",155520,0,0,0,0,0,0,0,0,0
"335",155627,0,1,0,0,0,0,0,0,0
"336",155812,0,1,1,0,0,0,0,1,1
"337",155900,1,1,0,0,0,0,0,0,0
"338",155937,0,1,0,0,0,0,2,0,2
"339",155973,0,1,0,0,0,0,0,0,0
"340",156189,0,1,0,0,0,0,0,0,0
"341",156213,0,0,0,0,0,0,0,0,0
"342",156286,0,0,0,0,0,0,0,0,0
"343",156295,0,0,1,0,0,2,0,1,3
"344",156356,0,1,1,0,0,0,0,0,0
"345",156365,0,1,0,0,0,0,0,0,0
"346",156408,0,0,0,0,0,0,0,0,0
"347",156417,1,1,1,0,1,0,2,0,3
"348",156541,0,1,0,0,0,0,0,1,1
"349",156745,1,0,0,0,1,0,0,0,1
"350",157030,0,1,0,0,0,0,0,0,0
"351",157076,0,1,0,0,0,0,0,0,0
"352",157100,1,1,0,0,2,0,0,0,2
"353",157216,0,1,1,0,0,0,0,0,0
"354",157377,1,0,0,0,0,0,0,0,0
"355",157535,1,1,1,1,2,0,0,1,3
"356",157748,0,0,0,0,0,0,0,0,0
"357",157757,0,0,1,0,0,0,0,0,0
"358",157809,0,0,0,0,0,1,0,0,1
"359",157818,0,0,0,0,0,0,0,0,0
"360",157863,0,1,0,0,0,0,0,0,0
"361",158477,1,0,0,0,2,0,0,0,2
"362",158802,0,0,0,0,0,0,0,0,0
"363",159568,1,1,0,0,2,0,2,0,4
"364",159656,1,0,0,0,1,0,0,0,1
"365",159948,0,1,0,0,1,0,0,0,1
"366",160065,0,0,1,0,0,2,0,0,2
"367",160074,0,1,0,0,1,0,0,0,1
"368",160409,0,0,0,1,NA,NA,NA,NA,NA
"369",160755,0,0,0,0,0,0,0,0,0
"370",160904,0,0,1,0,0,1,0,0,1
"371",160959,0,0,0,0,0,0,0,0,0
"372",160977,0,0,0,0,0,0,0,0,0
"373",161004,0,0,1,0,0,0,0,0,0
"374",161022,1,1,1,0,0,0,0,0,0
"375",161086,0,0,0,0,0,0,0,0,0
"376",161457,0,0,0,0,0,0,0,0,0
"377",161509,0,0,0,0,0,0,0,0,0
"378",161518,1,0,0,0,2,0,0,0,2
"379",161563,0,0,0,0,0,0,0,0,0
"380",161572,0,0,0,0,0,0,0,0,0
"381",162061,0,0,1,0,0,0,0,0,0
"382",162210,1,0,0,1,2,0,0,1,3
"383",162654,0,0,0,0,0,0,0,0,0
"384",162760,1,0,0,0,2,0,0,0,2
"385",162928,0,0,1,0,0,0,0,0,0
"386",163046,0,0,0,0,0,0,0,0,0
"387",163295,0,0,0,0,1,0,0,0,1
"388",163462,1,0,0,0,0,0,0,0,0
"389",163532,1,0,1,1,NA,NA,NA,NA,NA
"390",163578,1,0,0,0,0,0,0,0,0
"391",163976,1,0,0,0,1,0,0,0,1
"392",164173,1,0,0,0,2,0,0,0,2
"393",164216,0,0,0,0,1,0,0,0,1
"394",164270,0,0,0,0,0,0,0,0,0
"395",164447,0,1,1,0,0,0,0,0,0
"396",164465,0,0,1,0,0,0,0,0,0
"397",164492,0,1,0,0,0,0,0,0,0
"398",164562,0,0,0,0,0,0,0,0,0
"399",164580,0,0,1,0,0,0,0,0,0
"400",164614,1,1,0,1,NA,NA,NA,NA,NA
"401",164632,0,0,1,0,0,1,0,0,1
"402",164720,0,0,0,0,1,0,0,0,1
"403",164739,0,0,0,0,0,0,0,0,0
"404",164748,0,0,0,0,0,0,0,0,0
"405",164872,1,1,0,0,0,0,0,0,0
"406",164924,0,0,0,0,0,0,0,0,0
"407",164988,0,0,0,0,1,0,0,0,1
"408",165015,0,0,0,0,0,0,0,0,0
"409",165167,1,1,1,0,2,0,0,0,2
"410",165334,0,0,0,0,0,0,0,0,0
"411",165529,0,0,0,0,0,0,0,0,0
"412",165574,1,1,0,0,2,0,0,0,2
"413",165644,0,0,1,0,2,1,0,0,3
"414",165662,0,0,0,0,0,0,0,0,0
"415",165671,0,0,0,0,0,0,0,0,0
"416",165699,0,0,0,0,0,0,0,0,0
"417",165802,1,1,0,1,NA,NA,NA,NA,NA
"418",165936,0,0,0,0,0,0,0,0,0
"419",166018,0,0,0,0,1,0,0,0,1
"420",166027,0,0,1,0,0,1,0,0,1
"421",166054,1,1,0,0,2,0,0,1,3
"422",166124,0,0,0,0,0,0,0,0,0
"423",166391,0,0,1,0,0,0,0,0,0
"424",166452,0,0,0,0,0,0,0,0,0
"425",166489,0,1,0,0,0,0,0,0,0
"426",166656,0,0,0,0,0,0,0,0,0
"427",166683,0,0,0,0,0,0,0,0,0
"428",166850,0,0,0,0,0,0,0,0,0
"429",166911,1,0,0,0,2,0,0,0,2
"430",166939,0,0,0,0,0,0,0,0,0
"431",167057,0,0,0,0,0,0,0,0,0
"432",167251,1,1,1,0,2,2,2,1,7
"433",167260,0,1,0,1,0,0,0,1,1
"434",167358,0,0,1,0,0,1,0,0,1
"435",167394,0,0,0,0,2,0,0,1,3
"436",167455,0,1,1,0,0,0,0,0,0
"437",167598,0,0,0,0,0,0,0,0,0
"438",167677,0,0,0,0,NA,NA,NA,NA,NA
"439",167783,0,0,1,0,0,2,0,0,2
"440",167792,0,0,0,1,0,0,0,2,2
"441",167835,0,0,0,0,0,0,0,0,0
"442",167899,0,0,1,0,0,0,0,0,0
"443",167996,0,0,1,0,0,0,0,0,0
"444",168005,0,0,0,0,0,0,0,0,0
"445",168148,0,0,0,0,0,0,0,0,0
"446",168218,0,0,0,0,0,0,0,0,0
"447",168227,0,0,0,0,0,0,0,0,0
"448",168254,0,0,0,0,0,0,0,0,0
"449",168281,0,0,0,0,0,0,0,0,0
"450",168290,1,0,0,0,2,0,0,0,2
"451",168342,0,0,0,0,0,0,0,0,0
"452",168421,0,0,0,0,0,0,0,0,0
"453",168528,0,1,0,0,0,0,0,0,0
"454",168546,0,0,1,0,0,2,0,0,2
"455",168591,0,0,0,0,0,0,0,0,0
"456",168740,1,0,0,0,2,0,0,0,2
"457",168786,0,0,0,0,2,0,0,0,2
"458",168847,1,1,0,0,0,0,2,0,2
"459",169080,0,0,0,0,1,0,0,0,1
"460",169327,0,1,1,0,0,2,0,0,2
"461",169363,0,1,0,1,0,0,0,1,1
"462",169442,0,0,0,0,0,0,0,0,0
"463",169479,0,0,1,0,0,0,0,0,0
"464",169716,0,0,0,1,NA,NA,NA,NA,NA
"465",169983,0,0,0,0,0,0,0,0,0
"466",170000,0,1,1,1,NA,NA,NA,NA,NA
"467",170037,0,0,0,0,2,0,0,0,2
"468",170091,1,1,1,0,2,2,0,0,4
"469",170301,0,0,0,0,1,0,0,0,1
"470",170532,0,0,1,0,0,0,0,0,0
"471",170675,0,0,0,0,0,0,0,0,0
"472",170806,0,0,1,0,0,0,0,0,0
"473",170842,1,1,0,0,2,0,2,0,4
"474",170967,0,1,1,0,0,0,0,0,0
"475",171492,0,0,1,0,1,0,0,0,1
"476",171599,0,1,0,0,0,0,0,0,0
"477",171881,1,1,1,1,2,1,0,1,4
"478",172033,1,0,1,0,0,0,2,0,2
"479",172264,0,0,0,0,0,0,0,0,0
"480",172334,1,0,0,0,2,0,0,0,2
"481",172440,1,1,0,0,1,0,0,0,1
"482",173045,0,0,0,0,0,0,0,0,0
"483",173142,0,0,0,0,0,0,0,0,0
"484",173160,0,0,0,0,1,0,0,0,1
"485",173258,0,0,0,0,0,0,0,0,0
"486",173300,1,0,0,0,2,0,0,0,2
"487",173328,0,0,1,0,0,1,0,0,1
"488",173452,0,0,0,0,0,0,0,0,0
"489",173647,0,0,0,0,1,0,0,0,1
"490",173665,0,0,0,0,0,0,0,0,0
"491",173902,0,0,0,0,0,0,0,0,0
"492",174127,0,0,1,0,0,1,0,0,1
"493",174154,1,1,1,1,NA,NA,NA,NA,NA
"494",174437,0,0,0,0,2,0,0,0,2
"495",174491,0,0,0,0,1,0,0,0,1
"496",174507,0,0,0,0,2,0,2,0,4
"497",174525,0,1,1,0,1,0,2,0,3
"498",174747,0,0,0,0,0,0,0,0,0
"499",174792,0,0,0,0,1,0,0,0,1
"500",174817,1,0,0,0,2,0,0,0,2
"501",174844,0,0,0,0,0,0,0,0,0
"502",174862,0,0,0,0,0,0,0,0,0
"503",174899,0,0,1,0,1,0,0,0,1
"504",174914,0,0,0,0,0,0,0,0,0
"505",175005,0,0,1,0,1,2,0,0,3
"506",175227,0,1,1,0,0,2,0,0,2
"507",175421,1,0,1,0,2,2,0,0,4
"508",175430,0,0,1,0,0,0,0,0,0
"509",175980,0,0,0,0,0,0,0,0,0
"510",176053,0,0,0,0,0,0,0,0,0
"511",176318,0,1,0,0,0,0,0,0,0
"512",176336,0,0,1,1,NA,NA,NA,NA,NA
"513",176406,1,0,0,0,2,0,0,0,2
"514",176479,0,0,0,0,0,0,0,0,0
"515",176628,0,0,0,0,0,0,0,0,0
"516",176664,1,1,0,0,2,0,0,0,2
"517",176770,1,1,1,1,NA,NA,NA,NA,NA
"518",176789,0,1,0,1,NA,NA,NA,NA,NA
"519",176910,0,1,1,0,1,2,2,0,5
"520",176947,0,1,0,0,0,0,0,0,0
"521",177038,1,1,1,0,1,2,0,0,3
"522",177065,1,1,1,0,2,0,0,0,2
"523",177083,1,1,0,0,2,0,2,0,4
"524",177117,1,0,0,0,2,0,0,0,2
"525",177144,0,0,0,0,0,0,0,0,0
"526",177214,1,0,1,0,2,1,0,0,3
"527",177339,0,0,1,0,0,2,0,0,2
"528",177418,0,0,0,0,0,0,0,0,0
"529",177542,0,1,0,0,1,0,2,0,3
"530",177746,1,0,0,0,2,0,0,0,2
"531",177816,0,0,1,1,0,2,0,1,3
"532",177968,0,0,1,0,0,2,0,0,2
"533",177986,0,0,0,0,NA,NA,NA,NA,NA
"534",178059,0,0,0,0,0,0,0,0,0
"535",178208,0,1,1,1,0,0,2,1,3
"536",178244,0,1,1,0,0,1,0,0,1
"537",178369,0,1,0,0,0,0,2,0,2
"538",178679,1,0,0,0,2,0,0,0,2
"539",178697,0,0,0,0,0,0,0,0,0
"540",178721,0,1,1,0,0,0,2,0,2
"541",178891,1,1,1,0,2,2,0,0,4
"542",179043,0,0,0,0,0,0,0,0,0
"543",179159,0,0,1,0,1,1,0,0,2
"544",179256,1,1,0,1,NA,NA,NA,NA,NA
"545",179265,1,0,0,0,2,0,0,0,2
"546",179326,0,0,0,0,1,0,0,0,1
"547",179548,1,1,1,0,1,1,0,0,2
"548",179867,0,0,1,0,0,2,0,0,2
"549",179894,0,0,1,0,0,0,0,0,0
"550",179946,1,0,0,0,2,0,0,0,2
"551",179955,1,0,1,0,2,0,0,0,2
"552",179964,0,0,0,0,0,0,0,0,0
"553",180106,0,0,0,0,1,0,0,0,1
"554",180258,1,1,1,0,2,2,0,0,4
"555",180595,0,0,0,0,0,0,0,0,0
"556",180647,1,1,1,0,0,2,0,0,2
"557",180814,1,1,0,0,2,0,0,0,2
"558",180832,0,0,1,0,0,0,0,0,0
"559",180878,0,0,1,1,NA,NA,NA,NA,NA
"560",180984,0,0,0,0,0,0,0,0,0
"561",181002,0,0,0,0,0,0,0,0,0
"562",181020,0,0,0,0,0,0,0,0,0
"563",181127,0,0,0,0,0,0,0,0,0
"564",181297,0,0,0,1,0,0,0,1,1
"565",181330,0,1,0,1,0,0,0,0,0
"566",181376,1,1,0,0,2,0,0,0,2
"567",181446,0,0,0,0,0,0,0,0,0
"568",181543,0,1,1,1,NA,NA,NA,NA,NA
"569",181604,0,0,1,0,0,2,0,0,2
"570",181738,0,0,0,0,0,0,0,0,0
"571",181853,1,1,1,0,0,2,2,0,4
"572",182458,1,1,0,0,1,0,0,0,1
"573",182634,1,0,1,0,2,0,0,0,2
"574",182670,0,0,0,0,0,0,0,0,0
"575",182795,0,1,0,0,0,0,0,0,0
"576",182917,0,0,1,1,NA,NA,NA,NA,NA
"577",182980,0,1,0,0,0,0,2,0,2
"578",183026,0,1,0,1,0,0,2,2,4
"579",183211,0,0,0,0,0,0,0,0,0
"580",183239,0,0,0,0,0,0,0,0,0
"581",183275,1,0,0,0,2,0,0,0,2
"582",183822,0,0,0,0,0,0,0,0,0
"583",183910,0,0,0,0,0,0,0,0,0
"584",183974,1,0,1,1,NA,NA,NA,NA,NA
"585",184348,1,0,1,0,1,1,0,1,3
"586",184603,0,0,1,0,1,2,0,0,3
"587",184612,1,0,1,0,0,2,0,0,2
"588",184694,0,0,1,1,NA,NA,NA,NA,NA
"589",184773,1,0,1,0,0,0,0,0,0
"590",185572,0,0,0,0,0,0,0,0,0
"591",186131,0,0,1,0,0,2,0,0,2
"592",186186,0,1,0,1,NA,NA,NA,NA,NA
"593",186283,0,0,0,0,0,0,0,0,0
"594",186432,0,0,1,0,0,2,0,0,2
"595",186584,0,0,1,0,0,0,0,0,0
"596",186618,1,1,0,0,0,0,0,0,0
"597",186867,0,0,0,0,0,0,0,0,0
"598",186900,1,1,1,1,NA,NA,NA,NA,NA
"599",188182,1,1,0,0,0,0,2,0,2
"600",188340,0,0,1,0,0,0,0,0,0
"601",188429,0,0,1,0,0,0,0,0,0
"602",188526,0,0,0,0,2,0,0,0,2
"603",188641,1,0,1,0,2,2,0,0,4
"604",188854,0,0,0,1,NA,NA,NA,NA,NA
"605",188942,0,1,1,1,NA,NA,NA,NA,NA
"606",189088,0,0,0,1,0,0,0,1,1
"607",189097,0,0,0,0,0,0,0,0,0
"608",189264,1,1,1,1,NA,NA,NA,NA,NA
"609",189273,1,1,1,1,NA,NA,NA,NA,NA
"610",189282,0,0,1,0,0,2,0,2,4
"611",189413,1,1,1,0,2,2,0,0,4
"612",189705,1,0,0,1,NA,NA,NA,NA,NA
"613",189848,1,0,1,0,2,2,0,1,5
"614",189857,1,0,1,1,NA,NA,NA,NA,NA
"615",190044,0,0,0,0,0,0,0,0,0
"616",190099,0,0,0,0,0,0,0,0,0
"617",190114,1,1,1,0,2,0,2,0,4
"618",190150,0,0,0,0,0,0,0,0,0
"619",190248,0,0,1,0,0,2,0,1,3
"620",190372,0,0,0,0,0,0,0,0,0
"621",190415,0,0,0,0,0,0,0,0,0
"622",190503,0,0,0,0,1,1,0,0,2
"623",190716,0,0,0,0,0,0,0,0,0
"624",190725,0,0,0,0,1,0,0,0,1
"625",190761,1,0,1,0,2,2,0,0,4
"626",190983,1,0,1,0,2,0,0,0,2
"627",191241,0,0,0,0,0,0,0,0,0
"628",191515,0,0,0,0,0,0,0,0,0
"629",191533,1,0,0,0,2,0,0,0,2
"630",191597,0,0,0,0,NA,NA,NA,NA,NA
"631",191621,1,0,0,0,1,0,0,0,1
"632",191630,0,0,0,0,0,0,0,0,0
"633",191649,0,0,0,0,0,0,0,0,0
"634",191676,0,0,0,0,0,0,0,0,0
"635",191931,0,0,0,0,0,0,0,0,0
"636",191968,0,0,0,0,0,0,0,0,0
"637",192040,1,0,0,0,1,0,0,0,1
"638",192110,0,0,0,0,0,0,0,0,0
"639",192165,0,0,0,1,NA,NA,NA,NA,NA
"640",192192,0,0,0,0,0,0,0,0,0
"641",192323,0,0,0,0,0,0,0,0,0
"642",192439,1,1,0,1,NA,NA,NA,NA,NA
"643",192448,1,0,0,1,NA,NA,NA,NA,NA
"644",192624,0,0,0,1,NA,NA,NA,NA,NA
"645",192703,0,0,0,0,0,0,0,0,0
"646",192712,0,0,0,0,0,0,0,0,0
"647",192749,1,0,0,0,2,0,0,0,2
"648",192785,0,0,1,1,NA,NA,NA,NA,NA
"649",192819,0,0,0,0,0,0,0,0,0
"650",192864,0,0,0,0,0,0,0,0,0
"651",192925,0,1,1,0,1,2,0,0,3
"652",193016,1,0,0,0,1,0,0,0,1
"653",193052,1,0,1,1,2,2,2,2,8
"654",193061,1,0,1,1,NA,NA,NA,NA,NA
"655",193070,0,0,1,1,NA,NA,NA,NA,NA
"656",193247,1,0,0,1,NA,NA,NA,NA,NA
"657",193292,0,0,0,0,0,0,0,0,0
"658",193353,0,0,0,1,1,0,0,1,2
"659",193399,0,0,1,0,0,0,0,0,0
"660",193584,0,0,0,0,0,0,0,0,0
"661",193645,1,1,0,1,2,0,0,2,4
"662",193654,0,0,0,0,0,0,0,0,0
"663",193900,0,0,1,0,0,0,0,0,0
"664",193973,0,0,0,0,1,0,0,0,1
"665",194091,0,0,0,0,0,0,0,0,0
"666",194116,0,0,0,0,0,0,0,0,0
"667",194161,1,0,0,0,2,0,0,0,2
"668",194189,1,0,1,1,NA,NA,NA,NA,NA
"669",194310,0,0,0,0,0,0,0,0,0
"670",194392,1,0,1,0,2,0,0,0,2
"671",194569,1,0,1,0,2,0,0,0,2
"672",194578,0,0,0,0,0,0,0,0,0
"673",194657,1,0,1,1,NA,NA,NA,NA,NA
"674",194666,0,0,1,1,NA,NA,NA,NA,NA
"675",194693,1,1,0,1,NA,NA,NA,NA,NA
"676",194736,1,0,0,1,NA,NA,NA,NA,NA
"677",194763,1,1,0,0,1,0,2,0,3
"678",194824,0,0,0,0,0,0,0,0,0
"679",194958,0,0,1,0,0,0,0,0,0
"680",195003,0,0,0,0,0,0,0,0,0
"681",195030,0,0,0,0,0,0,0,0,0
"682",195128,1,0,0,0,0,0,0,0,0
"683",195164,0,0,0,0,0,0,0,0,0
"684",195173,0,0,0,0,0,0,0,0,0
"685",195216,0,0,0,0,0,0,0,0,0
"686",195234,0,0,1,0,0,1,0,0,1
"687",195243,0,0,1,0,1,2,0,0,3
"688",195304,0,0,0,0,0,0,0,0,0
"689",195438,1,1,1,1,NA,NA,NA,NA,NA
"690",195474,0,0,1,0,0,0,0,0,0
"691",195526,0,0,0,0,0,0,0,0,0
"692",195544,1,0,0,1,2,0,0,1,3
"693",195720,0,0,0,0,0,0,0,0,0
"694",195809,0,0,0,0,0,1,0,0,1
"695",196413,0,0,0,0,0,0,0,0,0
"696",196431,1,0,1,1,NA,NA,NA,NA,NA
"697",196440,1,1,1,1,NA,NA,NA,NA,NA
"698",196583,1,1,1,1,NA,NA,NA,NA,NA
"699",196592,1,0,0,0,2,0,0,0,2
"700",196866,0,0,0,0,0,0,0,0,0
"701",197018,0,0,1,1,NA,NA,NA,NA,NA
"702",197045,0,0,1,0,0,1,0,0,1
"703",197133,0,0,0,0,0,0,0,0,0
"704",197142,0,1,1,0,0,2,0,0,2
"705",197197,0,0,0,0,0,0,0,0,0
"706",197221,0,0,0,0,0,0,0,0,0
"707",197230,0,0,1,0,0,1,0,0,1
"708",197601,0,1,1,1,NA,NA,NA,NA,NA
"709",197647,1,0,1,1,NA,NA,NA,NA,NA
"710",197674,1,0,1,1,NA,NA,NA,NA,NA
"711",197692,0,0,1,1,NA,NA,NA,NA,NA
"712",197708,1,0,0,0,2,0,0,0,2
"713",197735,0,0,0,1,0,0,0,2,2
"714",197744,1,0,1,1,NA,NA,NA,NA,NA
"715",197911,0,0,0,0,0,0,0,0,0
"716",197984,0,1,0,0,0,0,0,0,0
"717",197993,0,1,0,0,0,0,2,0,2
"718",198066,0,1,0,0,0,0,2,0,2
"719",198109,0,0,0,1,NA,NA,NA,NA,NA
"720",198136,0,0,0,0,0,0,0,1,1
"721",198215,0,0,0,0,0,0,0,0,0
"722",198303,0,1,0,0,1,0,0,0,1
"723",198385,0,0,1,0,0,0,0,0,0
"724",198419,0,0,1,0,0,2,0,0,2
"725",198516,0,0,0,0,0,0,0,0,0
"726",198561,0,0,0,0,1,0,0,0,1
"727",198598,0,1,0,0,0,0,0,0,0
"728",198613,0,0,0,0,0,0,0,0,0
"729",198677,1,1,1,0,2,0,0,0,2
"730",198695,0,0,0,0,0,0,0,0,0
"731",198747,0,1,1,0,0,0,2,0,2
"732",198756,1,0,0,0,0,0,0,0,0
